ISBN,name,writer,pagenum,price,date,tags
9787513405782,清代科举考试述录,商衍鎏,372,56,2014-4,清史;清;中国历史研究;科举;清代;明末清初文化;文獻學;文化
9787100139458,太阳是唯一的种子,[智利]贡萨罗·罗哈斯,228,35,2017-6,智利;诗歌;诗;贡萨洛·罗哈斯;拉美;文学;@万圣;西班牙
9787540483777,拉威尔,[法]让·艾什诺兹(JeanEchenoz),,,,"让·艾什诺兹;法国;拉威尔;小说;法国文学;Echenoz,Jean;@法文小说;*长沙·湖南文艺出版社*"
9787550277793,文德尔班哲学导论,[德]威廉·文德尔班/WilhelmWindelband,312,49.80元,2016-9,哲学;文德尔班;新康德主义;哲学入门;哲学导论;西方哲学;后浪;西方哲學
9789570833256,帝國與現代醫學,李尚仁,512,680TWD,2008-20,医学史;医疗史;醫療史;社会学;社会史;近现代史;历史;殖民医学
9787308166133,牲人祭,[法]皮埃尔·比恩鲍姆（PierreBirnbaum),,38,2017-11-1,历史;社会史;皮埃尔·比恩鲍姆;法国;反犹主义;犹太;2017;社会学
9787550251236,哲学要义（修订版）,叶秀山,219,39.80元,2015-9,哲学;叶秀山;西方哲学;后浪;工具书;哲学入门;Y叶秀山;导读
9787511722614,变化中的世界体系,[美]伊曼纽尔·沃勒斯坦,284,36.00元,2016-5,政治学;国际关系;美国;全球化;伊曼纽尔·沃勒斯坦;世界体系;历史;2016
9787100132459,论正义,[英]赫伯特·斯宾塞,323,35.00,2017-8,政治哲学;斯宾塞;2017;赫伯特·斯宾塞;社会学;政治学;*北京·商务印书馆*;英国
9787301276914,柏拉图诗学新探,王柯平/[澳大利亚]本尼特兹,326,CNY55.00,2016-11-1,诗学;柏拉图;北京大学出版社;文学研究;哲学;*北京大学出版社*;王柯平;2016
9787567566927,国王的两个身体,[德]恩斯特·康托洛维茨,740,168,2018-1-1,思想史;政治哲学;中世纪;政治学;基督教;中世纪政治;政治学思想史;Kantorowicz
9787508682501,知识的错觉,[美]史蒂文·斯洛曼/[美]菲利普·费恩巴赫,,49,2018-1,思维;科普;*北京·中信出版社*;网络生活;社会学;流行财经读物;心理;人生必读
9787508085302,霍布斯,(美)A.P.马尔蒂尼,261,36.00,2015-12-1,政治哲学;哲学;霍布斯;政治学;霍布斯研究;霍布斯及其研究;近代早期哲学研究;近代早期哲学及其研究
9787547510322,丝绸之路上的照世杯,程彤	主编,298,80.00元,2016-4,中外交流;丝绸之路;西域;波斯;内陆欧亚;伊朗学;历史;考古
9787309125771,三重绳索,[美]希拉里·普特南,208,36.00,2017-1-1,哲学;心灵哲学;普特南;Putnam;复旦大学出版社;分析哲学;英美哲学;美国
9787806227411,七修类稿,郎瑛,613,35.5,2001-8,笔记;歷代筆記叢刊;筆記;文化;明代历史;盛明丛书;考古;每日一书
9787100120562,让人民来决定,[美]罗伯特·费希尔,349,32.00,2016-10,社会学;政治学;美国;美国史;美国政治;社区;邻里;美国研究
9787101062540,明清之际西学文本（全四册）,黄兴涛/王国荣编,2060,290.00元,2013-6,史料;西学东渐;文化史;明清史;中西交通史;宗教;明清史研究;历史
9787101050615,翁同龢日记（全六册）,（清）翁同龢著,3680,238.00元,2006-12-1,翁同龢;日记;历史;史料;晚清;日記;近代;回忆录
9787513403863,清史史料学,冯尔康,632,86.00元,2013-4-1,清史;文献学;冯尔康;历史;历史学;研究方法;明清史学术文库;入门书籍
9787208131828,中国科举制度通史,李世愉/胡平,,160.00元,2015-9,科举;历史;中国科举制度史;政治史;工具书;中國史;中国史·专题5·科举史;2015
9787308170871,胜者王冠,[美]大卫·波特,284,52.00元,2017-12,文化史;历史;体育;生活史;*杭州·浙江大学出版社*;大卫·波特;【可信/不可信】;2017
9787010134994,盛世背后,刘文鹏,306,46.00元,2014-12,清史;政治史;历史;明清史;古代史;盛世;明清;中国古代史
9787010146393,宗教哲学讲演录2,[德]黑格尔,424,80.00,2015-5-1,黑格尔;Hegel;黑格尔著作集;德国观念论;德国古典哲学;哲学;德国观念论及其研究;（集）
9787540449506,科兰特的最后日子,[法]阿兰·罗伯-格里耶,312,29.00元,2011-5,阿兰·罗伯-格里耶;法国;法国文学;文学;小说;外国文学;罗伯-格里耶;AlainRobbe-Grillet
9787303199365,同异之辩,曹卫东,,48,2016-4,文化研究;德国研究;曹卫东;哲学;德国;工具书;C曹卫东;汉学
9787100149532,从经验立场出发的心理学,[德]弗兰兹·布伦塔诺,359,38.00,2017-8,心理学;现象学;布伦塔诺;*北京·商务印书馆*;【可信/不可信】;1500;西方现代哲学;心理主义
